y_m,tau_kinematic_m2s2,tau_Pa,tau_over_tau_cr
-7.251566,0.00262711,2.6271,0.090168
-7.203061,0.00527344,5.2734,0.180996
-7.154555,0.00650873,6.5087,0.223394
-7.106050,0.00794016,7.9402,0.272523
-7.057544,0.00879052,8.7905,0.301710
-7.009039,0.01015260,10.1526,0.348459
-6.960533,0.01100435,11.0043,0.377693
-6.912028,0.01203731,12.0373,0.413146
-6.863522,0.01260030,12.6003,0.432470
-6.815017,0.01350282,13.5028,0.463446
-6.766512,0.01406298,14.0630,0.482672
-6.718006,0.01464055,14.6405,0.502495
-6.669501,0.01551450,15.5145,0.532491
-6.620995,0.01581477,15.8148,0.542797
-6.572490,0.01655270,16.5527,0.568124
-6.523984,0.01691634,16.9163,0.580605
-6.475479,0.01732228,17.3223,0.594538
-6.426973,0.01782802,17.8280,0.611896
-6.378468,0.01818212,18.1821,0.624050
-6.329962,0.01856855,18.5686,0.637313
-6.281457,0.01900224,19.0022,0.652198
-6.232952,0.01927270,19.2727,0.661480
-6.184446,0.01968888,19.6889,0.675765
-6.135941,0.01969173,19.6917,0.675863
-6.087435,0.02010589,20.1059,0.690077
-6.038930,0.02033094,20.3309,0.697802
-5.990424,0.02058160,20.5816,0.706405
-5.941919,0.02066112,20.6611,0.709134
-5.893413,0.02093713,20.9371,0.718607
-5.844908,0.02120618,21.2062,0.727842
-5.796402,0.02124672,21.2467,0.729233
-5.747897,0.02142277,21.4228,0.735276
-5.699391,0.02142984,21.4298,0.735518
-5.650886,0.02166501,21.6650,0.743590
-5.602381,0.02188386,21.8839,0.751101
-5.553875,0.02186953,21.8695,0.750609
-5.505370,0.02198108,21.9811,0.754438
-5.456864,0.02193025,21.9302,0.752693
-5.408359,0.02213104,22.1310,0.759585
-5.359853,0.02230492,22.3049,0.765553
-5.311348,0.02226037,22.2604,0.764024
-5.262842,0.02232183,22.3218,0.766133
-5.214337,0.02253545,22.5355,0.773465
-5.165831,0.02240557,22.4056,0.769007
-5.117326,0.02230713,22.3071,0.765629
-5.068821,0.02252556,22.5256,0.773126
-5.020315,0.02248858,22.4886,0.771856
-4.971810,0.02263321,22.6332,0.776821
-4.923304,0.02274630,22.7463,0.780702
-4.874799,0.02256286,22.5629,0.774406
-4.826293,0.02257650,22.5765,0.774874
-4.777788,0.02310004,23.1000,0.792843
-4.729282,0.02261640,22.6164,0.776244
-4.680777,0.02308695,23.0870,0.792394
-4.632271,0.02264933,22.6493,0.777374
-4.583766,0.02263511,22.6351,0.776886
-4.535260,0.02290951,22.9095,0.786304
-4.486755,0.02266727,22.6673,0.777989
-4.438250,0.02318524,23.1852,0.795767
-4.389744,0.02268500,22.6850,0.778598
-4.341239,0.02290435,22.9043,0.786127
-4.292733,0.02278462,22.7846,0.782017
-4.244228,0.02292031,22.9203,0.786674
-4.195722,0.02279541,22.7954,0.782387
-4.147217,0.02292959,22.9296,0.786993
-4.098711,0.02280915,22.8092,0.782859
-4.050206,0.02294162,22.9416,0.787406
-4.001700,0.02281476,22.8148,0.783052
-3.953195,0.02299425,22.9942,0.789212
-3.904689,0.02263019,22.6302,0.776717
-3.856184,0.02331565,23.3157,0.800243
-3.807679,0.02271487,22.7149,0.779623
-3.759173,0.02329412,23.2941,0.799504
-3.710668,0.02268246,22.6825,0.778511
-3.662162,0.02332822,23.3282,0.800675
-3.613657,0.02262596,22.6260,0.776572
-3.565151,0.02307256,23.0726,0.791900
-3.516646,0.02319920,23.1992,0.796246
-3.468140,0.02275501,22.7550,0.781001
-3.419635,0.02333759,23.3376,0.800996
-3.371129,0.02264876,22.6488,0.777354
-3.322624,0.02338173,23.3817,0.802511
-3.274119,0.02314761,23.1476,0.794476
-3.225613,0.02268692,22.6869,0.778664
-3.177108,0.02345349,23.4535,0.804974
-3.128602,0.02295768,22.9577,0.787957
-3.080097,0.02262864,22.6286,0.776664
-3.031591,0.02341336,23.4134,0.803597
-2.983086,0.02289704,22.8970,0.785876
-2.934580,0.02266522,22.6652,0.777919
-2.886075,0.02343092,23.4309,0.804200
-2.837569,0.02291258,22.9126,0.786409
-2.789064,0.02267531,22.6753,0.778265
-2.740558,0.02344184,23.4418,0.804575
-2.692053,0.02329622,23.2962,0.799576
-2.643548,0.02266347,22.6635,0.777859
-2.595042,0.02336432,23.3643,0.801914
-2.546537,0.02339155,23.3915,0.802848
-2.498031,0.02294529,22.9453,0.787532
-2.449526,0.02257756,22.5776,0.774910
-2.401020,0.02339147,23.3915,0.802846
-2.352515,0.02336071,23.3607,0.801790
-2.304009,0.02298179,22.9818,0.788784
-2.255504,0.02252487,22.5249,0.773102
-2.206998,0.02332839,23.3284,0.800681
-2.158493,0.02330297,23.3030,0.799808
-2.109987,0.02315199,23.1520,0.794626
-2.061482,0.02268839,22.6884,0.778714
-2.012977,0.02324152,23.2415,0.797699
-1.964471,0.02321104,23.2110,0.796653
-1.915966,0.02323232,23.2323,0.797383
-1.867460,0.02329149,23.2915,0.799414
-1.818955,0.02307344,23.0734,0.791930
-1.770449,0.02247812,22.4781,0.771498
-1.721944,0.02325255,23.2525,0.798078
-1.673438,0.02320821,23.2082,0.796556
-1.624933,0.02324401,23.2440,0.797785
-1.576427,0.02321574,23.2157,0.796814
-1.527922,0.02298175,22.9817,0.788783
-1.479417,0.02242204,22.4220,0.769573
-1.430911,0.02318144,23.1814,0.795637
-1.382406,0.02303626,23.0363,0.790654
-1.333900,0.02304498,23.0450,0.790953
-1.285395,0.02312976,23.1298,0.793863
-1.236889,0.02323746,23.2375,0.797560
-1.188384,0.02317217,23.1722,0.795319
-1.139878,0.02307751,23.0775,0.792070
-1.091373,0.02226529,22.2653,0.764193
-1.042867,0.02300957,23.0096,0.789738
-0.994362,0.02280259,22.8026,0.782634
-0.945856,0.02250134,22.5013,0.772295
-0.897351,0.02292208,22.9221,0.786735
-0.848846,0.02326100,23.2610,0.798368
-0.800340,0.02324182,23.2418,0.797709
-0.751835,0.02324556,23.2456,0.797838
-0.703329,0.02327373,23.2737,0.798804
-0.654824,0.02330028,23.3003,0.799716
-0.606318,0.02332315,23.3231,0.800501
-0.557813,0.02334915,23.3492,0.801393
-0.509307,0.02336571,23.3657,0.801961
-0.460802,0.02337972,23.3797,0.802442
-0.412296,0.02339189,23.3919,0.802860
-0.363791,0.02340204,23.4020,0.803209
-0.315285,0.02341324,23.4132,0.803593
-0.266780,0.02342007,23.4201,0.803827
-0.218275,0.02342549,23.4255,0.804013
-0.169769,0.02342982,23.4298,0.804162
-0.121264,0.02343290,23.4329,0.804268
-0.072758,0.02343504,23.4350,0.804341
-0.024253,0.02343607,23.4361,0.804376
0.024253,0.02343595,23.4360,0.804372
0.072758,0.02343473,23.4347,0.804330
0.121264,0.02343235,23.4324,0.804249
0.169769,0.02342901,23.4290,0.804134
0.218275,0.02342444,23.4244,0.803977
0.266780,0.02341882,23.4188,0.803784
0.315285,0.02341171,23.4117,0.803540
0.363791,0.02340001,23.4000,0.803139
0.412296,0.02338940,23.3894,0.802775
0.460802,0.02337671,23.3767,0.802339
0.509307,0.02336210,23.3621,0.801838
0.557813,0.02334465,23.3447,0.801239
0.606318,0.02331673,23.3167,0.800281
0.654824,0.02329155,23.2916,0.799416
0.703329,0.02326084,23.2608,0.798362
0.751835,0.02322424,23.2242,0.797106
0.800340,0.02317701,23.1770,0.795485
0.848846,0.02311604,23.1160,0.793392
0.897351,0.02300692,23.0069,0.789647
0.945856,0.02285892,22.8589,0.784567
0.994362,0.02282868,22.8287,0.783529
1.042867,0.02287819,22.8782,0.785229
1.091373,0.02221972,22.2197,0.762629
1.139878,0.02305639,23.0564,0.791345
1.188384,0.02315892,23.1589,0.794864
1.236889,0.02322795,23.2279,0.797233
1.285395,0.02312344,23.1234,0.793646
1.333900,0.02304020,23.0402,0.790789
1.382406,0.02303232,23.0323,0.790519
1.430911,0.02317824,23.1782,0.795527
1.479417,0.02241948,22.4195,0.769485
1.527922,0.02297946,22.9795,0.788705
1.576427,0.02321368,23.2137,0.796744
1.624933,0.02324215,23.2421,0.797721
1.673438,0.02320655,23.2066,0.796499
1.721944,0.02325105,23.2511,0.798026
1.770449,0.02247689,22.4769,0.771455
1.818955,0.02307231,23.0723,0.791892
1.867460,0.02329048,23.2905,0.799379
1.915966,0.02323140,23.2314,0.797352
1.964471,0.02321022,23.2102,0.796625
2.012977,0.02324077,23.2408,0.797673
2.061482,0.02268778,22.6878,0.778694
2.109987,0.02315140,23.1514,0.794606
2.158493,0.02330245,23.3025,0.799790
2.206998,0.02332793,23.3279,0.800665
2.255504,0.02252450,22.5245,0.773089
2.304009,0.02298146,22.9815,0.788773
2.352515,0.02336034,23.3603,0.801777
2.401020,0.02339111,23.3911,0.802833
2.449526,0.02257725,22.5773,0.774900
2.498031,0.02294507,22.9451,0.787524
2.546537,0.02339133,23.3913,0.802841
2.595042,0.02336397,23.3640,0.801902
2.643548,0.02266309,22.6631,0.777846
2.692053,0.02329584,23.2958,0.799563
2.740558,0.02344154,23.4415,0.804564
2.789064,0.02267503,22.6750,0.778256
2.837569,0.02291218,22.9122,0.786395
2.886075,0.02343038,23.4304,0.804181
2.934580,0.02266468,22.6647,0.777901
2.983086,0.02289650,22.8965,0.785857
3.031591,0.02341276,23.4128,0.803576
3.080097,0.02262797,22.6280,0.776641
3.128602,0.02295694,22.9569,0.787932
3.177108,0.02345272,23.4527,0.804948
3.225613,0.02268618,22.6862,0.778638
3.274119,0.02314682,23.1468,0.794449
3.322624,0.02338092,23.3809,0.802483
3.371129,0.02264801,22.6480,0.777328
3.419635,0.02333683,23.3368,0.800970
3.468140,0.02275430,22.7543,0.780977
3.516646,0.02319851,23.1985,0.796223
3.565151,0.02307186,23.0719,0.791876
3.613657,0.02262519,22.6252,0.776545
3.662162,0.02332745,23.3274,0.800648
3.710668,0.02268188,22.6819,0.778491
3.759173,0.02329358,23.2936,0.799486
3.807679,0.02271425,22.7142,0.779602
3.856184,0.02331494,23.3149,0.800219
3.904689,0.02262952,22.6295,0.776694
3.953195,0.02299372,22.9937,0.789194
4.001700,0.02281424,22.8142,0.783034
4.050206,0.02294108,22.9411,0.787387
4.098711,0.02280863,22.8086,0.782841
4.147217,0.02292909,22.9291,0.786976
4.195722,0.02279492,22.7949,0.782371
4.244228,0.02291991,22.9199,0.786661
4.292733,0.02278424,22.7842,0.782004
4.341239,0.02290389,22.9039,0.786111
4.389744,0.02268454,22.6845,0.778582
4.438250,0.02318488,23.1849,0.795755
4.486755,0.02266705,22.6671,0.777982
4.535260,0.02290912,22.9091,0.786291
4.583766,0.02263452,22.6345,0.776866
4.632271,0.02264878,22.6488,0.777355
4.680777,0.02308658,23.0866,0.792381
4.729282,0.02261614,22.6161,0.776235
4.777788,0.02309984,23.0998,0.792836
4.826293,0.02257620,22.5762,0.774864
4.874799,0.02256268,22.5627,0.774400
4.923304,0.02274617,22.7462,0.780698
4.971810,0.02263327,22.6333,0.776823
5.020315,0.02248868,22.4887,0.771860
5.068821,0.02252533,22.5253,0.773118
5.117326,0.02230678,22.3068,0.765617
5.165831,0.02240551,22.4055,0.769005
5.214337,0.02253572,22.5357,0.773474
5.262842,0.02232211,22.3221,0.766143
5.311348,0.02226020,22.2602,0.764018
5.359853,0.02230477,22.3048,0.765548
5.408359,0.02213073,22.1307,0.759574
5.456864,0.02193029,21.9303,0.752695
5.505370,0.02198122,21.9812,0.754443
5.553875,0.02186909,21.8691,0.750594
5.602381,0.02188287,21.8829,0.751067
5.650886,0.02166431,21.6643,0.743566
5.699391,0.02142972,21.4297,0.735514
5.747897,0.02142261,21.4226,0.735270
5.796402,0.02124561,21.2456,0.729195
5.844908,0.02120488,21.2049,0.727797
5.893413,0.02093569,20.9357,0.718558
5.941919,0.02065965,20.6596,0.709084
5.990424,0.02058012,20.5801,0.706354
6.038930,0.02032830,20.3283,0.697711
6.087435,0.02010224,20.1022,0.689952
6.135941,0.01968829,19.6883,0.675745
6.184446,0.01968578,19.6858,0.675658
6.232952,0.01926925,19.2693,0.661362
6.281457,0.01899752,18.9975,0.652036
6.329962,0.01856328,18.5633,0.637132
6.378468,0.01817607,18.1761,0.623842
6.426973,0.01782184,17.8218,0.611684
6.475479,0.01731587,17.3159,0.594318
6.523984,0.01690786,16.9079,0.580314
6.572490,0.01654330,16.5433,0.567802
6.620995,0.01580415,15.8042,0.542433
6.669501,0.01550300,15.5030,0.532096
6.718006,0.01462760,14.6276,0.502051
6.766512,0.01404798,14.0480,0.482157
6.815017,0.01348578,13.4858,0.462861
6.863522,0.01257991,12.5799,0.431770
6.912028,0.01201550,12.0155,0.412398
6.960533,0.01097938,10.9794,0.376836
7.009039,0.01012348,10.1235,0.347460
7.057544,0.00875446,8.7545,0.300472
7.106050,0.00788609,7.8861,0.270668
7.154555,0.00636135,6.3613,0.218335
7.203061,0.00496995,4.9699,0.170579
7.251566,0.00303217,3.0322,0.104071
